Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Label
0,594,2,886,604,842,3
0,715,2,855,219,841,3
0,707,36,839,206,844,3
0,698,62,838,217,847,3
0,694,170,835,213,845,3
0,652,217,837,25,845,3
0,667,137,845,104,846,3
0,678,180,842,71,848,3
0,665,229,841,70,851,3
0,637,222,821,77,851,3
0,651,208,825,69,850,3
0,680,221,832,89,850,3
0,648,242,838,63,849,3
0,658,236,831,70,851,3
0,678,247,836,69,848,3
0,671,239,833,71,850,3
0,643,246,835,63,849,3
0,650,239,850,85,849,3
0,656,245,847,89,850,3
0,653,256,840,98,852,3
0,649,254,847,95,852,3
0,649,277,841,97,854,3
0,658,296,846,92,854,3
0,651,288,843,89,855,3
0,659,272,839,86,855,3
0,649,283,841,78,857,3
0,665,289,852,89,857,3
0,649,302,848,91,855,3
0,659,297,851,69,856,3
0,666,299,846,63,855,3
0,681,321,847,74,855,3
0,684,329,846,24,855,3
0,681,245,849,119,856,3
0,617,311,846,107,858,3
0,662,187,841,151,857,3
0,647,11,331,37,830,3
0,685,190,311,16,777,3
0,674,207,0,33,777,3
0,644,250,0,31,776,3
0,701,210,0,35,799,3
0,694,214,0,33,799,3
0,692,217,0,36,802,3
0,704,220,0,29,810,3
0,688,228,0,32,813,3
0,674,224,0,37,815,3
0,712,224,0,36,812,3
0,703,253,0,33,816,3
0,721,235,0,32,809,3
0,713,256,0,35,813,3
0,732,234,0,37,815,3
0,711,257,0,36,813,3
0,722,256,0,35,817,3
0,723,256,0,39,815,3
0,707,253,0,34,812,3
0,710,260,0,38,812,3
0,717,253,0,34,811,3
0,711,267,0,35,813,3
0,652,351,0,0,822,3
0,680,301,0,0,815,3
0,675,336,0,2,811,3
0,665,248,0,15,797,3
0,641,330,0,0,810,3
0,599,13,0,34,796,3
0,629,121,0,33,804,3
0,656,14,0,37,818,3
0,625,176,0,0,809,3
0,656,83,0,0,814,3
0,655,161,0,0,815,3
0,662,172,0,0,816,3
0,658,166,0,0,821,3
0,678,163,0,0,823,3
0,688,174,0,0,827,3
0,689,173,0,0,828,3
0,682,169,1,0,833,3
0,688,172,292,0,827,3
0,695,15,0,0,820,3
0,696,172,312,0,823,3
0,697,173,0,0,823,3
0,692,189,293,0,823,3
0,706,188,311,0,824,3
0,700,192,312,0,829,3
0,700,189,312,0,832,3
0,587,156,221,60,803,3
0,570,45,306,85,820,3
0,505,262,512,53,837,3
0,591,17,499,55,837,3
0,540,171,511,30,839,3
0,542,254,517,111,838,3
0,450,43,825,522,301,3
0,221,407,744,621,561,3
0,249,383,770,555,538,3
0,364,357,828,626,668,3
0,298,434,881,421,720,3
0,199,378,838,501,788,3
0,224,469,836,332,785,3
0,129,516,833,243,767,3
3,108,469,853,432,792,3
0,208,518,855,260,788,3
0,193,459,886,354,770,3
0,151,362,880,397,825,3
0,275,265,898,258,830,3
0,516,607,751,358,631,3
0,404,588,743,612,617,3
0,336,430,814,222,842,3
0,326,393,857,385,864,3
0,348,474,780,531,756,3
0,371,555,767,515,765,3
0,393,553,767,527,768,3
0,220,368,812,546,797,3
0,348,463,787,543,748,3
0,117,477,664,570,744,3
0,223,505,679,421,760,3
0,368,438,754,562,726,3
0,407,488,731,383,344,3
77,317,495,681,577,736,3
0,320,519,677,558,753,3
0,314,540,656,522,744,3
0,329,541,669,532,753,3
0,286,550,753,319,623,3
0,249,552,758,373,674,3
0,232,565,764,404,668,3
0,195,604,875,163,530,3
29,286,529,689,526,722,3
217,189,510,620,36,785,3
0,558,192,774,200,617,3
0,232,402,761,316,767,3
0,0,148,702,323,615,3
0,0,345,672,203,631,3
0,0,248,703,278,725,3
0,0,196,790,247,774,3
0,0,159,782,228,763,3
11,0,288,802,186,762,3
28,0,285,802,178,766,3
0,0,309,796,205,755,3
0,14,110,765,40,575,3
0,0,0,618,39,817,3
0,0,232,554,359,772,3
0,94,0,449,527,732,3
0,243,224,554,491,742,3
0,527,0,288,39,689,3
0,477,276,575,360,711,3
0,616,80,581,364,693,3
0,555,342,577,316,725,3
0,546,284,553,122,733,3
0,507,358,489,66,749,3
125,392,257,504,360,752,3
0,488,320,532,408,749,3
0,460,319,544,466,752,3
0,394,0,596,596,682,3
0,405,136,509,599,704,3
0,339,204,523,665,699,3
0,293,0,564,39,644,3
0,443,287,476,243,703,3
0,446,295,519,513,710,3
0,505,293,526,457,747,3
0,497,262,486,278,747,3
0,534,279,535,368,750,3
0,528,277,566,359,753,3
0,460,274,550,471,752,3
42,383,329,703,389,667,3
0,406,266,676,605,683,3
0,468,287,692,533,693,3
0,476,312,686,267,690,3
0,459,0,482,50,805,3
0,510,355,707,291,638,3
0,592,322,697,343,619,3
0,408,334,894,83,611,3
26,536,286,689,328,596,3
0,591,0,764,49,788,3
0,560,430,620,281,762,3
0,669,441,601,113,747,3
0,649,508,636,132,755,3
0,656,503,633,205,753,3
0,652,355,651,269,764,3
0,559,0,766,255,733,3
0,606,292,711,298,714,3
0,576,115,707,115,728,3
0,599,310,681,301,733,3
0,608,318,690,270,732,3
0,612,314,670,282,733,3
0,597,341,671,366,741,3
0,647,211,698,276,729,3
0,483,346,700,121,774,3
0,529,221,767,355,837,3
0,505,269,762,495,829,3
0,522,344,755,467,828,3
0,538,277,757,311,824,3
0,631,0,745,375,776,3
0,557,309,737,528,759,3
0,519,350,737,244,780,3
0,584,325,729,390,779,3
0,623,325,726,273,787,3
0,641,288,738,596,785,3
0,625,137,734,695,775,3
0,582,80,767,435,760,3
0,463,237,754,459,805,3
0,335,270,750,489,822,3
1,486,267,747,357,813,3
0,540,263,749,551,827,3
0,609,289,746,666,810,3
0,602,124,747,573,801,3
0,609,284,737,619,812,3
0,581,363,743,221,814,3
0,576,278,740,167,812,3
0,578,267,749,503,811,3
0,494,154,754,532,803,3
0,460,206,756,497,796,3
0,438,116,757,634,790,3
0,437,230,762,552,791,3
0,458,247,764,649,794,3
17,248,338,764,645,805,3
0,215,0,706,26,751,3
0,0,0,654,24,760,3
0,236,0,634,113,790,3
0,0,0,721,245,786,3
0,0,0,707,6,781,3
0,393,259,682,171,774,3
0,425,0,701,297,767,3
0,410,0,696,265,770,3
0,405,83,692,324,781,3
0,238,302,725,243,767,3
0,603,0,553,56,810,3
0,641,323,823,56,241,3
0,581,0,796,48,670,3
0,539,217,702,173,706,3
0,254,104,852,68,848,3
0,579,415,743,343,385,3
0,560,416,804,376,657,3
0,626,308,815,582,653,3
0,580,210,857,118,689,3
35,364,264,918,102,759,3
0,301,0,870,411,744,3
0,322,322,864,76,727,3
0,451,98,842,123,602,3
0,389,283,835,450,660,3
0,384,0,756,454,630,3
0,387,0,711,455,520,3
0,215,0,711,274,513,3
0,738,82,791,13,852,3
0,731,204,799,0,878,3
0,741,206,798,0,875,3
0,751,194,791,0,877,3
0,750,219,776,0,876,3
0,752,223,755,0,875,3
0,753,206,739,0,875,3
0,757,205,726,0,880,3
0,755,76,721,69,879,3
0,759,174,817,0,877,3
0,720,0,818,136,870,3
0,691,193,766,44,869,3
2,704,215,762,37,872,3
0,654,223,760,7,874,3
0,759,0,760,42,868,3
0,703,184,739,73,872,3
0,684,217,731,199,875,3
0,656,225,720,122,880,3
0,656,221,733,152,880,3
0,672,213,735,247,880,3
0,667,216,737,322,878,3
0,625,205,736,348,884,3
0,639,210,733,335,882,3
0,596,218,732,164,887,3
0,541,0,739,0,895,3
0,127,235,685,0,855,3
0,812,0,403,107,844,3
0,815,0,476,102,836,3
0,819,0,517,97,844,3
0,822,0,561,101,830,3
0,804,0,619,129,832,3
0,804,0,584,111,839,3
0,794,0,608,46,837,3
5,795,117,696,70,850,3
0,846,241,745,0,842,3
0,844,221,885,36,750,3
0,844,337,883,8,705,3
0,840,258,889,76,738,3
0,839,258,891,78,734,3
0,838,266,894,79,751,3
0,840,293,897,46,774,3
18,836,313,898,73,767,3
13,837,323,900,78,783,3
0,839,289,896,71,780,3
0,836,268,885,132,752,3
0,838,267,887,76,753,3
0,837,265,889,73,760,3
12,843,311,896,58,767,3
13,839,331,900,211,774,3
40,841,352,901,188,772,3
17,840,350,896,242,781,3
27,831,322,891,222,762,3
18,825,268,897,303,781,3
10,839,310,901,241,784,3
9,835,308,896,121,767,3
9,842,310,899,141,787,3
8,833,324,899,221,784,3
0,837,308,892,127,780,3
62,836,340,895,178,756,3
105,0,208,784,0,835,3
0,0,0,971,0,964,3
0,540,121,856,0,912,3
102,556,169,817,0,927,3
0,707,0,764,644,825,3
0,752,0,908,409,853,3
0,755,59,906,367,857,3
0,766,79,914,436,860,3
0,766,128,908,461,865,3
0,792,117,915,372,865,3
0,799,127,916,302,867,3
0,786,128,915,421,867,3
1,715,0,912,399,870,3
2,771,140,910,418,872,3
0,790,149,896,433,872,3
0,792,146,856,433,855,3
0,789,145,863,475,848,3
0,796,153,864,354,836,3
0,809,154,915,420,846,3
0,826,136,922,208,850,3
1,821,146,923,283,853,3
0,824,151,922,316,852,3
0,811,156,923,310,851,3
0,835,152,913,185,835,3
0,845,149,907,277,842,3
0,789,0,901,228,894,3
0,854,23,928,294,867,3
0,859,24,934,278,868,3
0,849,23,934,301,873,3
0,848,0,933,402,867,3
0,828,27,933,329,911,3
0,769,122,909,257,893,3
0,780,129,916,230,881,3
0,759,157,914,224,894,3
0,757,147,910,210,896,3
0,764,162,918,238,898,3
0,761,157,884,306,898,3
0,757,166,921,244,900,3
0,742,173,899,337,902,3
0,732,160,897,349,904,3
0,733,173,900,301,902,3
0,746,179,896,240,902,3
0,616,47,854,217,803,3
0,480,234,786,7,803,3
25,613,233,822,0,787,3
0,546,174,914,35,630,3
0,621,260,768,20,583,3
0,846,200,835,577,644,3
0,849,210,816,12,644,3
0,864,267,759,20,605,3
0,882,260,788,22,680,3
130,850,258,780,347,667,3
0,849,256,778,301,696,3
14,848,263,785,343,668,3
14,850,263,794,268,668,3
13,851,265,786,285,671,3
12,852,263,787,299,682,3
153,850,292,810,35,670,3
193,826,293,792,204,639,3
178,831,278,793,240,630,3
0,0,545,645,121,732,3
0,0,449,604,167,722,3
0,0,394,729,177,732,3
0,0,381,730,99,735,3
0,0,533,727,60,754,3
0,0,7,759,120,752,3
0,0,215,748,297,746,3
0,192,199,735,121,725,3
0,0,0,760,126,721,3
17,0,404,750,536,723,3
10,0,509,744,130,729,3
0,0,306,729,93,733,3
0,0,296,738,67,736,3
7,0,76,650,0,744,3
0,0,406,719,0,756,3
275,0,333,806,74,737,3
0,0,445,782,180,749,3
370,0,573,707,104,775,3
303,0,557,745,91,766,3
319,1,572,740,105,767,3
118,0,586,751,117,765,3
10,0,580,752,130,756,3
86,0,570,780,146,745,3
119,0,573,655,153,750,3
254,0,527,655,129,755,3
160,0,536,680,86,757,3
91,0,498,678,87,760,3
190,0,478,669,107,760,3
0,0,480,792,113,762,3
0,0,415,649,110,768,3
2,0,484,635,93,769,3
8,0,486,634,93,768,3
0,0,435,640,122,752,3
0,0,465,647,122,752,3
301,0,281,532,176,754,3
0,0,351,691,147,791,3
0,0,328,624,170,791,3
0,126,0,756,8,670,3
0,2,0,774,110,850,3
0,0,553,878,76,553,3
106,0,578,474,300,831,3
192,0,625,461,164,850,3
0,0,585,480,142,851,3
0,0,774,386,123,844,3
16,0,746,390,154,861,3
0,0,791,373,148,869,3
131,0,821,324,185,862,3
0,0,710,350,280,864,3
0,0,726,359,291,865,3
0,0,588,364,260,864,3
0,0,771,363,185,861,3
0,609,434,619,0,761,4
0,613,422,617,0,740,4
0,599,444,611,0,759,4
0,656,347,233,0,820,4
0,681,407,359,0,770,4
2,643,407,346,0,789,4
0,668,465,324,0,792,4
0,655,498,332,0,793,4
0,676,475,354,0,803,4
0,627,453,358,0,795,4
0,669,470,348,0,795,4
0,696,446,367,0,782,4
10,696,326,426,0,771,4
10,700,350,422,0,771,4
10,741,357,410,0,827,4
10,564,402,574,0,840,4
0,258,465,568,0,808,4
0,106,431,518,0,757,4
0,108,452,492,0,781,4
0,113,433,491,0,784,4
0,133,420,487,0,790,4
0,4,428,502,0,797,4
0,123,445,540,0,62,4
0,291,470,444,0,615,4
0,307,481,454,0,655,4
0,316,510,455,0,600,4
0,326,509,462,0,529,4
0,341,520,462,0,573,4
0,243,522,437,0,602,4
0,271,499,452,0,565,4
0,229,528,457,0,606,4
132,267,562,439,0,622,4
0,382,415,451,0,654,4
10,356,424,448,0,650,4
9,400,555,432,0,639,4
0,221,305,535,0,769,4
0,421,284,250,0,892,4
0,290,364,0,0,889,4
0,371,372,2,0,893,4
0,302,362,2,0,897,4
0,417,366,2,0,873,4
0,419,405,0,0,883,4
0,441,365,0,0,878,4
0,298,487,0,0,891,4
0,325,399,0,0,884,4
0,318,444,0,0,869,4
0,309,422,0,0,870,4
0,296,435,0,0,862,4
0,315,428,0,0,843,4
0,379,447,0,0,890,4
0,374,452,0,0,889,4
0,308,281,568,0,861,4
176,620,444,576,0,0,4
87,600,502,568,0,533,4
0,424,520,504,0,606,4
0,423,534,511,0,658,4
0,376,529,539,0,672,4
0,338,531,545,0,644,4
0,375,531,531,0,680,4
0,377,537,530,0,651,4
0,376,505,545,0,684,4
0,324,555,544,0,682,4
0,109,540,537,0,636,4
0,48,562,526,0,645,4
0,68,562,513,0,637,4
0,0,334,577,0,792,4
0,0,378,495,0,809,4
0,0,412,526,0,780,4
0,0,380,537,0,766,4
0,0,422,504,0,750,4
0,0,395,536,0,742,4
0,0,428,577,0,748,4
0,0,402,516,0,780,4
0,0,455,524,0,775,4
0,0,459,513,0,764,4
0,1,448,522,0,770,4
0,0,407,548,0,782,4
0,0,410,548,0,780,4
0,0,422,549,0,781,4
0,1,393,538,0,770,4
0,1,396,526,0,773,4
0,0,402,526,0,771,4
0,0,366,528,0,774,4
0,0,383,535,0,781,4
0,0,296,556,0,758,4
0,0,292,566,0,775,4
0,0,330,556,0,761,4
0,0,322,546,0,820,4
0,0,304,554,0,804,4
0,0,322,559,0,790,4
0,0,334,518,0,860,4
0,0,328,521,0,834,4
0,0,387,564,0,816,4
0,116,449,552,0,826,4
0,85,477,519,0,806,4
0,83,468,529,0,802,4
16,599,514,565,0,839,4
0,536,534,561,0,844,4
4,601,502,569,0,777,4
0,565,480,574,0,768,4
0,603,510,585,0,777,4
0,466,519,591,0,786,4
0,483,519,592,0,788,4
0,524,488,591,0,787,4
0,389,537,656,0,739,4
0,391,513,606,0,805,4
0,400,519,621,0,805,4
0,376,500,628,0,801,4
0,466,530,640,0,800,4
0,461,525,640,0,799,4
0,525,527,602,0,774,4
0,625,270,0,0,684,4
0,481,721,305,0,734,4
0,518,722,305,0,751,4
0,554,704,238,0,769,4
0,568,702,238,0,748,4
0,584,697,247,0,769,4
0,523,671,114,0,746,4
0,276,264,439,0,863,4
0,403,538,583,0,822,4
0,205,551,596,0,839,4
233,0,0,639,0,210,4
266,0,0,631,0,160,4
257,0,0,632,0,171,4
295,0,0,631,0,119,4
386,0,0,632,0,134,4
392,0,0,641,0,39,4
314,0,0,646,0,182,4
342,0,0,653,0,147,4
310,0,0,648,0,214,4
157,0,0,649,0,135,4
204,0,0,651,0,139,4
188,0,0,648,0,113,4
0,0,0,729,0,223,4
213,0,124,802,0,175,4
215,0,132,802,0,112,4
227,0,140,806,0,158,4
175,0,131,811,0,112,4
167,0,131,815,0,73,4
163,0,129,816,0,81,4
199,0,89,818,0,114,4
212,0,113,817,0,97,4
196,0,117,817,0,33,4
211,0,117,820,0,32,4
189,0,119,819,0,39,4
143,0,122,820,0,65,4
171,0,122,821,0,54,4
166,0,130,822,0,48,4
150,0,123,822,0,37,4
125,0,131,822,0,19,4
58,0,126,822,0,55,4
55,0,131,822,0,44,4
57,0,128,823,0,37,4
53,0,130,823,0,3,4
67,0,108,822,0,0,4
68,0,106,822,0,0,4
63,0,106,822,0,0,4
61,0,116,823,0,0,4
39,0,116,822,0,4,4
35,0,119,822,0,0,4
43,0,118,821,0,0,4
42,0,116,824,0,0,4
30,0,112,823,0,0,4
29,0,114,823,0,0,4
72,0,112,823,0,0,4
61,0,124,824,0,0,4
95,0,124,824,0,0,4
91,0,126,824,0,0,4
96,0,110,824,0,0,4
0,0,0,740,0,177,4
0,0,19,743,0,116,4
8,0,195,733,0,0,4
78,0,179,746,0,10,4
48,0,184,740,0,0,4
198,0,198,739,0,13,4
198,0,194,746,0,32,4
210,0,203,748,2,35,4
105,0,207,751,0,28,4
197,0,193,750,0,56,4
186,0,189,750,4,46,4
159,0,193,751,0,0,4
5,0,272,688,3,0,4
5,0,310,697,5,0,4
2,0,273,709,4,0,4
10,0,284,702,5,0,4
3,0,278,711,6,0,4
4,0,252,710,6,0,4
4,0,268,712,5,0,4
4,0,250,714,5,0,4
3,0,226,714,6,41,4
4,0,233,716,5,43,4
4,0,238,716,4,23,4
313,0,110,759,0,63,4
254,0,0,757,0,0,4
299,0,0,759,0,0,4
306,0,0,762,0,0,4
295,0,0,763,0,0,4
296,0,0,765,0,0,4
248,0,0,766,0,0,4
294,0,0,766,0,0,4
297,0,0,768,0,0,4
323,0,0,768,0,0,4
321,0,0,768,0,0,4
249,0,0,772,0,0,4
388,0,0,774,0,0,4
354,0,0,773,0,0,4
362,0,0,771,0,0,4
273,0,0,777,0,0,4
305,0,0,778,0,0,4
269,0,0,779,0,0,4
307,0,0,779,0,0,4
327,0,0,779,0,0,4
293,0,0,779,0,0,4
275,0,0,779,0,0,4
288,0,94,786,0,0,4
260,2,0,786,0,0,4
275,0,0,787,0,0,4
231,1,0,790,0,0,4
206,0,0,788,0,0,4
334,0,0,789,0,0,4
74,0,0,789,0,0,4
330,0,0,796,386,0,4
214,0,0,794,312,0,4
235,0,5,797,344,0,4
587,0,5,784,188,0,4
552,0,0,787,225,0,4
577,109,3,787,0,0,4
887,0,10,789,21,0,4
828,0,0,791,19,0,4
847,0,0,793,93,0,4
724,0,2,807,359,0,4
645,128,0,803,99,0,4
553,260,0,802,56,0,4
471,385,0,802,0,0,4
326,448,0,801,6,0,4
492,428,0,802,76,0,4
523,406,0,803,14,0,4
456,400,0,803,0,0,4
417,451,0,803,9,0,4
535,466,0,803,77,0,4
366,466,0,802,79,0,4
391,446,0,803,0,0,4
348,469,0,803,82,0,4
373,454,0,804,0,0,4
200,465,0,802,0,0,4
369,428,0,807,65,0,4
483,486,0,807,140,0,4
460,470,0,805,116,0,4
461,462,0,807,0,0,4
478,458,0,807,29,0,4
479,459,0,807,109,0,4
474,453,0,807,126,0,4
390,451,0,807,0,0,4
270,428,0,805,0,0,4
394,448,0,805,0,0,4
404,397,0,805,0,0,4
451,493,0,805,0,0,4
467,476,0,805,17,0,4
482,445,0,805,9,0,4
521,465,0,806,116,0,4
354,480,0,810,114,0,4
316,467,0,809,0,0,4
431,481,0,806,0,0,4
431,473,0,807,0,0,4
427,502,0,807,0,0,4
437,519,0,807,0,0,4
434,507,0,807,20,0,4
402,491,0,807,93,0,4
303,476,0,808,88,0,4
551,0,0,809,127,0,4
382,0,112,852,96,736,4
298,0,117,858,100,725,4
277,5,113,859,101,722,4
288,0,98,859,101,720,4
239,0,104,861,100,721,4
229,101,100,860,73,728,4
271,55,104,861,114,717,4
257,72,110,862,120,728,4
294,83,115,862,113,733,4
0,0,141,715,0,669,4
0,0,0,594,0,525,4
453,0,404,431,0,857,4
537,0,250,505,0,601,4
459,172,165,538,0,628,4
560,448,150,532,3,667,4
581,232,151,541,0,671,4
226,464,166,566,0,644,4
516,422,174,580,0,695,4
443,670,151,563,0,658,4
281,746,150,569,0,689,4
161,685,178,549,0,712,4
205,699,207,568,0,710,4
213,671,211,549,0,717,4
33,553,175,619,0,859,4
498,350,302,505,0,0,4
412,577,273,492,0,337,4
150,498,310,532,0,404,4
167,454,322,522,0,475,4
351,489,337,549,0,479,4
449,578,340,540,0,484,4
436,579,346,527,0,506,4
532,72,303,523,0,527,4
587,577,279,578,0,82,4
576,395,292,646,0,178,4
607,396,230,630,0,292,4
638,473,259,623,9,315,4
608,87,242,618,0,265,4
407,345,312,588,0,326,4
604,364,253,599,0,369,4
204,407,242,655,9,772,4
434,499,252,652,0,783,4
446,611,261,636,0,776,4
326,647,297,629,0,791,4
438,635,219,607,133,788,4
641,600,155,612,221,791,4
678,669,161,618,0,793,4
360,659,376,576,0,791,4
0,755,324,592,0,785,4
418,583,193,606,81,704,4
601,507,227,600,163,756,4
567,649,215,603,96,761,4
45,665,294,626,0,817,4
435,608,188,658,115,790,4
513,658,217,663,99,820,4
382,11,211,659,0,852,4
238,661,237,658,0,839,4
406,628,278,674,44,832,4
444,642,257,674,41,842,4
443,647,263,678,40,843,4
441,640,276,681,0,846,4
394,660,329,682,0,845,4
512,654,314,674,0,843,4
525,669,279,677,0,842,4
332,11,334,669,0,860,4
430,526,347,688,0,857,4
566,614,189,688,0,858,4
600,469,329,689,0,860,4
544,414,287,690,0,862,4
554,541,370,691,0,866,4
309,143,351,653,0,869,4
540,238,298,684,0,869,4
424,102,330,669,0,860,4
413,400,341,683,0,874,4
414,131,383,679,0,874,4
479,317,346,681,0,877,4
514,119,282,664,0,880,4
309,466,134,639,43,829,4
578,411,186,625,0,865,4
64,320,256,639,0,869,4
421,491,241,658,0,868,4
431,488,216,658,0,865,4
521,427,217,661,0,869,4
337,514,236,662,0,874,4
515,343,229,664,0,874,4
455,204,125,597,202,871,4
0,0,306,697,0,714,4
231,789,287,499,0,425,4
353,521,341,543,0,634,4
576,804,336,561,0,629,4
633,749,348,568,0,686,4
95,634,388,574,0,582,4
46,0,407,585,0,563,4
97,0,427,586,0,618,4
150,0,417,581,0,667,4
159,174,479,583,0,651,4
0,0,184,581,0,669,4
187,302,505,552,0,661,4
524,345,474,575,95,642,4
588,119,524,570,0,640,4
640,170,445,577,0,656,4
35,329,579,580,0,746,4
233,0,294,551,0,676,4
180,100,330,545,0,701,4
79,0,335,565,0,714,4
0,0,0,565,0,87,4
457,0,247,596,0,515,4
612,79,240,614,0,515,4
551,0,209,630,0,542,4
532,158,209,638,0,587,4
578,138,228,644,0,630,4
869,0,217,613,0,377,4
265,242,246,680,0,750,4
0,0,250,0,0,765,4
687,0,38,628,0,711,4
375,1,134,603,0,734,4
630,0,0,632,0,804,4
616,0,107,600,0,810,4
647,0,11,616,0,820,4
714,0,0,641,0,812,4
600,0,0,681,0,821,4
673,0,0,670,0,827,4
675,0,117,679,0,829,4
695,0,127,686,0,835,4
751,40,0,685,0,836,4
754,0,9,690,0,836,4
653,0,16,674,0,836,4
319,0,73,609,0,844,4
464,0,177,616,0,839,4
701,0,0,685,0,826,4
696,0,39,692,0,827,4
661,0,94,683,0,823,4
755,105,0,692,0,820,4
668,0,132,379,0,0,4
641,0,117,554,0,0,4
704,0,113,559,0,195,4
748,0,0,572,0,160,4
781,0,116,566,0,171,4
744,0,116,576,0,342,4
751,0,116,585,0,392,4
748,0,116,585,0,370,4
446,0,109,580,0,305,4
698,0,108,593,0,364,4
723,1,106,592,0,383,4
725,0,108,587,0,439,4
443,0,179,583,0,369,4
779,0,172,601,0,229,4
775,228,0,618,47,349,4
781,368,0,636,49,326,4
812,6,87,637,0,391,4
806,0,118,633,0,426,4
539,0,0,668,0,583,4
0,0,0,578,0,630,4
182,0,0,613,0,584,4
570,0,0,679,0,628,4
0,0,151,614,0,726,4
670,0,0,586,0,412,4
670,0,90,581,0,750,4
546,0,0,550,0,853,4
598,0,0,702,0,820,4
672,0,0,653,0,826,4
696,0,0,668,0,838,4
697,0,0,674,0,853,4
744,0,0,691,0,861,4
2,0,127,674,0,862,4
431,0,438,767,0,882,4
476,0,312,745,0,847,4
451,23,310,740,0,852,4
419,0,325,739,0,864,4
269,0,247,789,0,891,4
246,1,379,926,0,890,4
31,0,349,922,0,889,4
176,0,357,932,0,845,4
230,0,350,878,0,840,4
259,0,379,912,0,837,4
279,0,386,914,0,836,4
297,0,374,915,0,841,4
309,0,378,916,0,846,4
295,0,378,916,0,848,4
315,0,388,917,0,847,4
290,83,367,922,0,825,4
312,32,369,923,0,837,4
328,247,356,927,0,833,4
280,401,347,924,0,821,4
287,0,381,918,0,848,4
403,252,384,913,0,838,4
403,0,374,916,0,852,4
397,37,385,920,0,858,4
385,52,384,898,0,835,4
368,1,383,904,0,842,4
385,0,377,905,0,839,4
386,0,376,905,0,844,4
372,0,374,906,0,846,4
381,0,363,906,0,847,4
385,0,365,906,0,850,4
392,0,363,906,0,850,4
395,0,368,906,0,848,4
399,27,367,906,0,848,4
379,100,366,906,0,846,4
392,0,372,909,0,858,4
379,0,364,910,0,852,4
72,192,382,909,0,847,4
135,387,375,806,28,840,4
235,378,375,852,0,829,4
188,433,373,878,215,840,4
0,108,366,882,0,848,4
120,0,411,796,0,864,4
187,7,414,736,0,856,4
276,171,412,744,125,861,4
242,365,384,747,90,840,4
149,468,371,745,42,835,4
286,391,424,797,1,860,4
351,382,363,781,108,852,4
369,425,372,766,119,842,4
326,405,305,891,124,814,4
346,460,368,849,0,841,4
344,386,360,850,0,839,4
347,384,366,851,0,839,4
314,409,361,857,0,838,4
382,410,357,868,44,834,4
374,275,378,829,0,850,4
372,307,365,823,0,846,4
385,310,374,834,0,847,4
387,350,373,843,0,849,4
383,370,375,845,0,855,4
390,366,374,847,0,853,4
387,370,373,846,0,852,4
385,357,368,847,0,854,4
412,384,374,848,0,851,4
400,386,376,849,39,851,4
422,391,379,835,0,852,4
416,387,374,847,0,857,4
410,373,372,847,0,859,4
414,385,375,848,0,859,4
414,391,375,848,0,859,4
425,392,378,847,0,859,4
426,398,376,849,0,859,4
425,382,375,848,0,860,4
429,370,377,851,0,859,4
32,418,339,878,144,843,4
0,0,0,0,0,729,4
195,826,334,762,0,674,4
0,507,464,884,0,45,4
0,433,225,836,0,528,4
225,350,289,806,0,636,4
216,415,302,808,0,597,4
224,334,300,811,0,639,4
194,296,312,800,0,628,4
201,302,279,815,0,637,4
192,341,302,819,0,632,4
168,373,302,825,0,637,4
0,1023,0,838,0,622,4
0,342,26,860,0,465,4
141,218,211,742,0,614,4
228,351,261,755,0,638,4
141,371,211,760,0,631,4
196,338,203,777,0,681,4
436,423,218,772,0,599,4
511,388,224,779,0,558,4
392,792,0,577,0,496,4
121,512,306,783,0,515,4
36,548,336,839,0,472,4
73,665,341,847,0,581,4
5,575,378,847,0,556,4
9,602,380,849,0,541,4
10,597,392,850,0,533,4
11,595,390,854,0,505,4
37,595,385,852,0,530,4
1,617,388,854,0,514,4
7,633,386,855,0,481,4
43,637,363,854,0,523,4
0,654,168,0,0,808,4
10,717,293,64,0,594,4
0,731,295,220,0,659,4
0,734,293,263,0,680,4
0,736,294,277,0,705,4
2,749,302,300,0,694,4
10,728,305,216,0,715,4
0,731,300,258,0,703,4
0,0,21,0,0,89,4
0,0,22,0,0,87,4
0,0,21,0,0,26,4
0,0,21,0,0,67,4
630,0,288,531,0,700,4
7,0,77,561,0,590,4
0,39,564,561,0,733,4
0,523,583,491,0,740,4
0,403,628,459,0,756,4
171,625,639,489,0,746,4
140,544,661,381,0,805,4
128,558,681,487,0,814,4
0,519,663,408,0,818,4
106,365,693,434,0,835,4
138,435,669,470,0,821,4
0,556,711,485,0,814,4
0,573,700,513,0,812,4
0,570,696,566,0,811,4
0,555,694,563,0,813,4
0,562,694,496,0,817,4
119,504,682,553,0,818,4
355,0,659,501,0,837,4
227,468,696,532,0,835,4
21,565,680,350,0,801,4
0,0,716,417,0,832,4
0,0,726,518,0,833,4
0,0,745,516,0,823,4
0,1,749,499,0,837,4
0,156,757,464,0,835,4
0,911,636,483,0,786,4
0,505,656,416,0,839,4
32,0,613,399,0,856,4
140,456,638,400,0,856,4
220,462,611,429,0,850,4
54,687,693,526,0,849,4
0,697,660,629,0,833,4
0,793,669,594,0,804,4
0,727,616,614,0,803,4
0,818,661,659,0,827,4
0,824,658,623,0,828,4
0,818,658,598,0,836,4
